row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,sales_outlier_flag,profit_outlier_flag,quantity_outlier_flag,discount_outlier_flag,order_year,order_month,order_month_name,order_quarter,ship_days,revenue,cost,profit_margin,discount_band,profitability_status,customer_order_count,customer_lifetime_value,customer_value_segment
611,CA-2016-161816,2016-04-28,2016-05-01,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,0.2,41.5773,0,0,0,0,2016,2016-04-01,Apr,Q2,3,369.576,327.99870000000004,0.1125,Medium,Profitable,9,117.6429,Medium Value
612,CA-2016-161816,2016-04-28,2016-05-01,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956,0,0,0,0,2016,2016-04-01,Apr,Q2,3,15.712,10.0164,0.3625,Medium,Profitable,9,117.6429,Medium Value
613,CA-2016-121223,2016-09-11,2016-09-13,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,0.2,2.64,0,0,0,0,2016,2016-09-01,Sep,Q3,2,8.448,5.808,0.3125,Medium,Profitable,4,230.93729999999996,Medium Value
614,CA-2016-121223,2016-09-11,2016-09-13,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,9,0.4,-157.9383,1,1,0,0,2016,2016-09-01,Sep,Q3,2,728.946,886.8843,-0.21666666666666665,High,Loss-Making,4,230.93729999999996,Medium Value
615,CA-2017-138611,2017-11-14,2017-11-17,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,10,0.4,15.992,0,0,1,0,2017,2017-11-01,Nov,Q4,3,119.94,103.948,0.13333333333333333,High,Profitable,11,497.70980000000003,High Value
616,CA-2017-138611,2017-11-14,2017-11-17,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,2,0.7,-2.7968,0,0,0,1,2017,2017-11-01,Nov,Q4,3,3.648,6.444800000000001,-0.7666666666666667,Very High,Loss-Making,11,497.70980000000003,High Value
617,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0.0,15.7872,0,0,0,0,2017,2017-08-01,Aug,Q3,5,40.48,24.6928,0.39,No Discount,Profitable,5,313.63349999999997,High Value
618,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.0814,0,0,0,0,2017,2017-08-01,Aug,Q3,5,9.94,6.858599999999999,0.31,No Discount,Profitable,5,313.63349999999997,High Value
619,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,9,0.2,33.57,0,0,0,0,2017,2017-08-01,Aug,Q3,5,107.424,73.85400000000001,0.3125,Medium,Profitable,5,313.63349999999997,High Value
620,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,1,0.0,10.9939,0,0,0,0,2017,2017-08-01,Aug,Q3,5,37.91,26.916099999999997,0.29000000000000004,No Discount,Profitable,5,313.63349999999997,High Value
621,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0.0,27.2862,0,0,0,0,2017,2017-08-01,Aug,Q3,5,88.02,60.733799999999995,0.31,No Discount,Profitable,5,313.63349999999997,High Value
622,US-2014-111171,2014-12-26,2014-12-31,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,0.8,-14.773,0,0,0,1,2014,2014-12-01,Dec,Q4,5,8.69,23.463,-1.7,Very High,Loss-Making,9,279.6183,Medium Value
623,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0.0,87.5684,0,1,0,0,2015,2015-11-01,Nov,Q4,4,301.96,214.39159999999998,0.29000000000000004,No Discount,Profitable,9,539.9352,High Value
624,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901,1,1,0,0,2015,2015-11-01,Nov,Q4,4,555.21,376.309,0.32222222222222224,Low,Profitable,9,539.9352,High Value
625,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,4,0.0,130.87,1,1,0,0,2015,2015-11-01,Nov,Q4,4,523.48,392.61,0.25,No Discount,Profitable,9,539.9352,High Value
626,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,9,0.0,46.9278,0,0,0,0,2015,2015-11-01,Nov,Q4,4,161.82,114.8922,0.29,No Discount,Profitable,9,539.9352,High Value
627,CA-2017-163020,2017-09-15,2017-09-19,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0.0,12.0904,0,0,0,0,2017,2017-09-01,Sep,Q3,4,35.56,23.4696,0.34,No Discount,Profitable,8,169.34369999999998,Medium Value
628,CA-2017-153787,2017-05-19,2017-05-23,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2,0.0,28.1764,0,0,0,0,2017,2017-05-01,May,Q2,4,97.16,68.9836,0.29000000000000004,No Discount,Profitable,10,974.107,VIP
629,CA-2017-133431,2017-12-17,2017-12-21,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24,5,0.2,5.1435,0,0,0,0,2017,2017-12-01,Dec,Q4,4,15.24,10.096499999999999,0.3375,Medium,Profitable,9,231.12520000000004,Medium Value
630,CA-2017-133431,2017-12-17,2017-12-21,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23,3,0.0,6.0858,0,0,0,0,2017,2017-12-01,Dec,Q4,4,13.23,7.1442000000000005,0.45999999999999996,No Discount,Profitable,9,231.12520000000004,Medium Value
631,US-2016-135720,2016-12-11,2016-12-13,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,3,0.2,-51.7191,0,1,0,0,2016,2016-12-01,Dec,Q4,2,243.384,295.1031,-0.2125,Medium,Loss-Making,9,191.4898,Medium Value
632,US-2016-135720,2016-12-11,2016-12-13,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95,0,0,0,0,2016,2016-12-01,Dec,Q4,2,119.8,89.85,0.25,Medium,Profitable,9,191.4898,Medium Value
633,US-2016-135720,2016-12-11,2016-12-13,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,4,0.2,30.0768,0,0,0,0,2016,2016-12-01,Dec,Q4,2,300.768,270.6912,0.1,Medium,Profitable,9,191.4898,Medium Value
634,CA-2017-144694,2017-09-24,2017-09-26,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3,0.2,2.4585,0,0,0,0,2017,2017-09-01,Sep,Q3,2,17.88,15.421499999999998,0.1375,Medium,Profitable,7,634.8463,High Value
635,CA-2017-144694,2017-09-24,2017-09-26,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,3,0.2,85.5297,0,1,0,0,2017,2017-09-01,Sep,Q3,2,235.944,150.41429999999997,0.36250000000000004,Medium,Profitable,7,634.8463,High Value
636,CA-2015-168004,2015-10-04,2015-10-09,Second Class,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0.0,43.2234,0,0,0,0,2015,2015-10-01,Oct,Q4,5,392.94,349.71659999999997,0.11,No Discount,Profitable,4,483.03499999999997,High Value
637,US-2016-123470,2016-08-15,2016-08-21,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3,0.7,-13.8468,0,0,0,1,2016,2016-08-01,Aug,Q3,6,18.882,32.7288,-0.7333333333333333,Very High,Loss-Making,8,77.81280000000001,Low Value
638,US-2016-123470,2016-08-15,2016-08-21,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,3,0.2,12.2328,0,0,0,0,2016,2016-08-01,Aug,Q3,6,122.328,110.0952,0.09999999999999999,Medium,Profitable,8,77.81280000000001,Low Value
639,CA-2016-115917,2016-05-20,2016-05-25,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0.0,272.792,1,1,0,0,2016,2016-05-01,May,Q2,5,1049.2,776.4080000000001,0.25999999999999995,No Discount,Profitable,12,640.5466,High Value
640,CA-2016-115917,2016-05-20,2016-05-25,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,4,0.2,5.0128,0,0,0,0,2016,2016-05-01,May,Q2,5,15.424,10.4112,0.325,Medium,Profitable,12,640.5466,High Value
641,CA-2016-147067,2016-12-18,2016-12-22,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0.0,6.0288,0,0,0,0,2016,2016-12-01,Dec,Q4,4,18.84,12.8112,0.32,No Discount,Profitable,8,1619.5199,VIP
642,CA-2017-167913,2017-07-30,2017-08-03,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0.0,85.904,0,1,0,0,2017,2017-07-01,Jul,Q3,4,330.4,244.49599999999998,0.26,No Discount,Profitable,11,228.907,Medium Value
643,CA-2017-167913,2017-07-30,2017-08-03,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,26.25,7,0.0,12.6,0,0,0,0,2017,2017-07-01,Jul,Q3,4,26.25,13.65,0.48,No Discount,Profitable,11,228.907,Medium Value
644,CA-2017-106103,2017-06-10,2017-06-15,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,48307,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0.0,54.3332,0,0,0,0,2017,2017-06-01,Jun,Q2,5,132.52,78.1868,0.41,No Discount,Profitable,7,229.1617,Medium Value
645,US-2017-127719,2017-07-21,2017-07-25,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48,1,0.0,3.1752,0,0,0,0,2017,2017-07-01,Jul,Q3,4,6.48,3.3048000000000006,0.48999999999999994,No Discount,Profitable,7,737.3905,VIP
646,CA-2017-126221,2017-12-30,2018-01-05,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,47201,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2,0.0,56.511,0,0,0,0,2017,2017-12-01,Dec,Q4,6,209.3,152.78900000000002,0.27,No Discount,Profitable,10,424.6583,High Value
647,CA-2016-103947,2016-04-01,2016-04-08,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,5,0.2,9.8625,0,0,0,0,2016,2016-04-01,Apr,Q2,7,31.56,21.697499999999998,0.31250000000000006,Medium,Profitable,5,11.583900000000007,Low Value
648,CA-2016-103947,2016-04-01,2016-04-08,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,2,0.2,3.0144,0,0,0,0,2016,2016-04-01,Apr,Q2,7,30.144,27.129599999999996,0.1,Medium,Profitable,5,11.583900000000007,Low Value
649,CA-2016-160745,2016-12-11,2016-12-16,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0.0,6.068,0,0,0,0,2016,2016-12-01,Dec,Q4,5,14.8,8.732000000000001,0.41,No Discount,Profitable,8,494.83519999999993,High Value
650,CA-2016-160745,2016-12-11,2016-12-16,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782,0,0,0,0,2016,2016-12-01,Dec,Q4,5,302.376,279.6978,0.07500000000000001,Medium,Profitable,8,494.83519999999993,High Value
651,CA-2016-160745,2016-12-11,2016-12-16,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0,4,0.0,31.6,0,0,0,0,2016,2016-12-01,Dec,Q4,5,316.0,284.4,0.1,No Discount,Profitable,8,494.83519999999993,High Value
652,CA-2016-132661,2016-10-23,2016-10-29,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10,0.0,178.318,0,1,1,0,2016,2016-10-01,Oct,Q4,6,379.4,201.08199999999997,0.4700000000000001,No Discount,Profitable,8,1990.4243999999999,VIP
653,CA-2017-140844,2017-06-19,2017-06-23,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,97.82,2,0.0,45.9754,0,0,0,0,2017,2017-06-01,Jun,Q2,4,97.82,51.84459999999999,0.47000000000000003,No Discount,Profitable,5,-98.7646,Low Value
654,CA-2017-140844,2017-06-19,2017-06-23,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,8,0.0,10.312,0,0,0,0,2017,2017-06-01,Jun,Q2,4,103.12,92.808,0.09999999999999999,No Discount,Profitable,5,-98.7646,Low Value
655,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,0.2,8.5164,0,0,0,0,2016,2016-08-01,Aug,Q3,6,113.552,105.0356,0.075,Medium,Profitable,4,306.9176,High Value
656,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,0.7,-2.6544,0,0,0,1,2016,2016-08-01,Aug,Q3,6,3.318,5.9724,-0.7999999999999999,Very High,Loss-Making,4,306.9176,High Value
657,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,134.288,2,0.2,45.3222,0,0,0,0,2016,2016-08-01,Aug,Q3,6,134.288,88.9658,0.33749999999999997,Medium,Profitable,4,306.9176,High Value
658,US-2016-156097,2016-09-19,2016-09-19,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098,1,1,0,0,2016,2016-09-01,Sep,Q3,0,701.372,751.4699999999999,-0.07142857142857142,High,Loss-Making,10,96.27019999999999,Medium Value
659,US-2016-156097,2016-09-19,2016-09-19,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2.308,2,0.8,-3.462,0,0,0,1,2016,2016-09-01,Sep,Q3,0,2.308,5.77,-1.5000000000000002,Very High,Loss-Making,10,96.27019999999999,Medium Value
660,CA-2015-146563,2015-08-24,2015-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,7,0.2,124.929,1,1,0,0,2015,2015-08-01,Aug,Q3,4,999.432,874.503,0.125,Medium,Profitable,10,150.2089,Medium Value
661,CA-2015-146563,2015-08-24,2015-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.765,1,1,1,0,2015,2015-08-01,Aug,Q3,4,724.08,859.845,-0.18749999999999997,Medium,Loss-Making,10,150.2089,Medium Value
662,CA-2015-146563,2015-08-24,2015-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,0.3,-118.1295,1,1,0,0,2015,2015-08-01,Aug,Q3,4,918.785,1036.9144999999999,-0.12857142857142856,High,Loss-Making,10,150.2089,Medium Value
663,CA-2015-146563,2015-08-24,2015-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,3,0.8,-4.2222,0,0,0,1,2015,2015-08-01,Aug,Q3,4,2.724,6.9462,-1.5499999999999998,Very High,Loss-Making,10,150.2089,Medium Value
664,CA-2016-123666,2016-03-26,2016-03-30,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,5,0.0,18.398,0,0,0,0,2016,2016-03-01,Mar,Q1,4,459.95,441.55199999999996,0.04,No Discount,Profitable,6,-118.77570000000001,Low Value
665,CA-2016-143308,2016-11-04,2016-11-04,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,40214,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,0.0,5.2626,0,0,0,0,2016,2016-11-01,Nov,Q4,0,10.74,5.4774,0.49,No Discount,Profitable,6,63.991400000000006,Low Value
666,CA-2017-132682,2017-06-08,2017-06-10,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,0.2,2.079,0,0,0,0,2017,2017-06-01,Jun,Q2,2,23.76,21.681,0.08750000000000001,Medium,Profitable,8,92.729,Medium Value
667,CA-2017-132682,2017-06-08,2017-06-10,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056,3,0.2,28.7064,0,0,0,0,2017,2017-06-01,Jun,Q2,2,85.056,56.349599999999995,0.33749999999999997,Medium,Profitable,8,92.729,Medium Value
668,CA-2017-132682,2017-06-08,2017-06-10,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576,3,0.2,28.6182,0,0,0,0,2017,2017-06-01,Jun,Q2,2,381.576,352.9578,0.075,Medium,Profitable,8,92.729,Medium Value
669,CA-2014-156314,2014-12-24,2014-12-26,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285,0,0,0,0,2014,2014-12-01,Dec,Q4,2,30.36,21.6315,0.28750000000000003,Medium,Profitable,12,465.25030000000015,High Value
670,US-2017-106663,2017-06-09,2017-06-13,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856,0,0,0,1,2017,2017-06-01,Jun,Q2,4,23.976,38.361599999999996,-0.6,Very High,Loss-Making,8,169.34369999999998,Medium Value
671,US-2017-106663,2017-06-09,2017-06-13,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,1,0.5,-71.8905,0,1,0,0,2017,2017-06-01,Jun,Q2,4,108.925,180.8155,-0.66,High,Loss-Making,8,169.34369999999998,Medium Value
672,US-2017-106663,2017-06-09,2017-06-13,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352,8,0.2,11.36,0,0,0,0,2017,2017-06-01,Jun,Q2,4,36.352,24.991999999999997,0.3125,Medium,Profitable,8,169.34369999999998,Medium Value
673,CA-2017-111178,2017-06-15,2017-06-22,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301,Central,OFF-AR-10001954,Office Supplies,Art,Newell 331,19.56,5,0.2,1.7115,0,0,0,0,2017,2017-06-01,Jun,Q2,7,19.56,17.848499999999998,0.08750000000000001,Medium,Profitable,9,88.1897,Medium Value
674,CA-2017-130351,2017-12-05,2017-12-08,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0.0,16.5888,0,0,0,0,2017,2017-12-01,Dec,Q4,3,61.44,44.8512,0.27,No Discount,Profitable,5,76.8879,Low Value
675,CA-2017-130351,2017-12-05,2017-12-08,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.9,5,0.0,17.505,0,0,0,0,2017,2017-12-01,Dec,Q4,3,38.9,21.395,0.45,No Discount,Profitable,5,76.8879,Low Value
676,CA-2017-130351,2017-12-05,2017-12-08,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0.0,40.7499,0,0,0,0,2017,2017-12-01,Dec,Q4,3,99.39,58.640100000000004,0.41,No Discount,Profitable,5,76.8879,Low Value
677,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688,3,0.8,-7.392,0,0,0,1,2017,2017-03-01,Mar,Q1,5,2.688,10.08,-2.75,Very High,Loss-Making,3,-206.7172,Low Value
678,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816,3,0.2,4.5201,0,0,0,0,2017,2017-03-01,Mar,Q1,5,27.816,23.2959,0.1625,Medium,Profitable,3,-206.7172,Low Value
679,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,3,0.6,-41.262,0,1,0,1,2017,2017-03-01,Mar,Q1,5,82.524,123.786,-0.5,Very High,Loss-Making,3,-206.7172,Low Value
680,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395,0,1,0,1,2017,2017-03-01,Mar,Q1,5,182.994,503.23350000000005,-1.7500000000000002,Very High,Loss-Making,3,-206.7172,Low Value
